"Artifact_Gene","Major_Cluster","Subcluster","No..cell","Enrichment_Score","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","Avg_Exp","Source_of_Artifacts_SoA","SoA_No..cell","SoA_Enrichment_Score","SoA_avg_log2FC","SoA_pct.1","SoA_pct.2","SoA_p_val","SoA_p_val_adj","SoA_Avg_Exp"
"NARF","M4","S1",248,0.000717212588680483,0.119535431446747,0.306,0.3,0.568411556635989,1,0.375,"M3",1997,1.40819233128084,2.21066300044088,0.953,0.316,0,0,4.40422163588387
"NFE2","M4","S1",248,0.0208392227125668,0.3859115317142,0.161,0.107,0.00867285982564843,1,0.17741935483871,"M3",1997,1.33877519251175,2.20556044894851,0.664,0.057,0,0,1.37097625329814
"NFE4","M4","S1",248,0.003570190936536,0.396687881837333,0.012,0.003,0.0562777964765968,1,0.0120967741935484,"M3",1997,1.67282639111011,3.24820658467982,0.517,0.002,0,0,0.865963060686009
"NFYC","M4","S1",248,0.00261472617328912,0.23770237938992,0.129,0.118,0.469312066756816,1,0.137096774193548,"M2",1997,1.41154552518402,3.08197712922276,0.75,0.292,0,0,1.68432671081676
"NKX2-5","M4","S1",248,3.61155884768074e-05,0.0180577942384037,0.004,0.002,0.446037418976099,1,0.00403225806451613,"M1",1997,1.07352073910307,2.85510834867837,0.378,0.002,0,0,0.504966021955046
"NUCB2","M4","S1",248,0.0319014498016611,0.306744709631357,0.907,0.803,5.51309886282049e-06,0.139696412085008,4.62903225806452,"M2",1997,0.245246592980367,1.59251034402836,0.908,0.754,0,0,5.88245033112579
"PARVG","M4","S1",248,0.0499564659019627,0.531451764914497,0.347,0.253,0.000342184084470283,1,0.439516129032258,"M2",1997,0.259836981283213,1.38950257370702,0.29,0.103,1.3522639623527e-89,3.42650165420551e-85,0.373620309050774
"PCSK1N","M4","S1",248,0.000418139315576708,0.209069657788354,0.008,0.006,0.651071764299358,1,0.00806451612903226,"M1",1997,2.39221996836124,3.70312688600811,0.663,0.017,0,0,1.20020909566128
"PHF19","M4","S1",248,0.0039973396735435,0.333111639461958,0.19,0.178,0.391358216023844,1,0.213709677419355,"M3",1997,2.19143712401515,3.14861655749303,0.961,0.265,0,0,6.67282321899743
"PHIP","M4","S1",248,0.0163461566914538,0.217948755886051,0.355,0.28,0.00507788384893224,1,0.439516129032258,"M2",1997,0.226018897587978,1.47724769665345,0.595,0.442,2.39303780157107e-122,6.06371848540095e-118,0.967991169977909
"PITX1","M4","S1",248,7.00736987793733e-05,0.0700736987793733,0.004,0.003,0.879395606658612,1,0.00403225806451613,"M3",1997,1.90260084632397,2.83547070987179,0.809,0.138,0,0,2.34459102902371
"PLA2G16","M4","S1",248,0.0012506067224126,0.416868907470867,0.004,0.001,0.106971086598811,1,0.00403225806451613,"M1",1997,1.32256843295336,2.90674380868871,0.498,0.043,0,0,0.808154730789344
"PLAC8","M4","S1",248,0.0442003882443509,0.433337139650499,0.536,0.434,0.000180432703787979,1,1.01209677419355,"M2",1997,1.56384134125342,2.75324179798138,0.754,0.186,0,0,2.18874172185428
"PLD4","M4","S1",248,0.186668057397294,1.0256486670181,0.423,0.241,7.54551155865316e-12,1.91195717384712e-07,0.625,"M2",1997,0.419955189409827,1.62144860775995,0.359,0.1,5.85278634574425e-153,1.48303753214814e-148,0.477373068432673
"PMAIP1","M4","S1",248,0.051024216214568,0.718650932599549,0.27,0.199,0.00252888203841052,1,0.431451612903226,"M1",1997,1.32272876367145,2.39624776027436,0.831,0.279,0,0,3.66701515943541
"PPP1R14A","M4","S1",248,0.00062126905813145,0.12425381162629,0.012,0.007,0.370558823755438,1,0.0120967741935484,"M3",1997,3.60078490462245,4.42900972278284,0.818,0.005,0,0,2.3182058047493
"PPT1","M4","S1",248,0.02585970435291,0.417092005692096,0.419,0.357,0.00335082268441423,1,0.600806451612903,"M2",1997,1.60642135684121,4.03623456492766,0.974,0.576,0,0,9.5772626931567
"PRSS21","M4","S1",248,0.000149321353215734,0.0298642706431469,0.008,0.003,0.194950157510913,1,0.00806451612903226,"M3",1997,3.06507931965941,4.03831267412307,0.762,0.003,0,0,1.64274406332452
"PSMB9","M4","S1",248,0.0159294191988121,0.32509018773086,0.298,0.249,0.0332808730631211,1,0.415322580645161,"M2",1997,0.646333249573194,2.08494596636514,0.452,0.142,9.19299780317024e-204,2.32941371334531e-199,0.727373068432663
"PTP4A3","M4","S1",248,0.00631911606859869,0.394944754287418,0.097,0.081,0.316887231055292,1,0.104838709677419,"M3",1997,0.94748954880378,2.05084317922896,0.51,0.048,0,0,0.872823218997354
"PYCARD","M4","S1",248,0.0011865995270426,0.0329610979734056,0.472,0.436,0.236192320813928,1,0.649193548387096,"M2",1997,1.81900204303905,2.95292539454391,0.843,0.227,0,0,2.36920529801321
"QSOX1","M4","S1",248,0.000668890137536851,0.13377802750737,0.093,0.088,0.690699951807132,1,0.0927419354838709,"M2",1997,0.409007800830337,2.16406243825575,0.29,0.101,1.35366290428383e-108,3.43004643316479e-104,0.358167770419428
"RCN2","M4","S1",248,0.000498426817031432,0.0830711361719053,0.395,0.389,0.450652682142678,1,0.52016129032258,"M1",1997,0.779125476982796,1.65771378081446,0.942,0.472,0,0,3.7286983795086
"RFESD","M4","S1",248,0.0034458200188043,0.689164003760859,0.024,0.019,0.545128741115815,1,0.0241935483870968,"M3",1997,3.82873967249879,4.36075133542003,0.93,0.052,0,0,3.68654353561999
"RNASEH2B","M4","S1",248,0.00199356150923061,0.068743500318297,0.548,0.519,0.128595290652543,1,0.911290322580644,"M2",1997,0.176604406321413,1.53569048975142,0.707,0.592,8.11398873587787e-169,2.05600360578409e-164,1.72571743929358
"RNASET2","M4","S1",248,0.0234969298047963,0.305154932529822,0.597,0.52,0.00136405056000582,1,1.04838709677419,"M2",1997,0.972498221273947,2.37774626228349,0.869,0.46,0,0,2.81622516556288
"RP11-307P5.1","M4","S1",248,0.000385971523101393,0.128657174367131,0.004,0.001,0.106971086598811,1,0.00403225806451613,"M3",1997,1.05332513483102,2.76463289981896,0.382,0.001,0,0,0.550395778364115
"RP11-462G2.1","M4","S1",248,0.00198631304016454,0.198631304016454,0.024,0.014,0.236419523600664,1,0.0241935483870968,"M3",1997,5.06397283780018,5.33049772400019,0.965,0.015,0,0,5.12770448548813
"RP11-620J15.3","M4","S1",248,0.0498531507270472,0.402041538121348,0.407,0.283,1.60565566018476e-05,0.406857087734216,0.540322580645161,"M2",1997,0.178101785050098,1.3700137311546,0.524,0.394,1.0314752945932e-81,2.61365524896971e-77,0.845474613686523
"RPL10","M4","S1",248,0.000287921049988926,0.143960524994463,0.121,0.119,0.799590853999573,1,0.129032258064516,"M3",1997,0.915939583723726,1.64737335202109,0.756,0.2,0,0,1.74089709762531
"S100A10","M4","S1",248,0.0207223564635434,0.45048601007703,0.315,0.269,0.036383527232453,1,0.423387096774193,"M1",1997,2.73574102161593,3.55291041768303,0.979,0.209,0,0,8.13643491897543
"S100A13","M4","S1",248,0.000233840370045508,0.116920185022754,0.024,0.022,0.842355021232493,1,0.0241935483870968,"M1",1997,0.791294018322777,1.93944612334014,0.554,0.146,0,0,0.890224777835871
"S100A4","M4","S1",248,0.346785511562099,1.12592698559123,0.915,0.607,2.39556535683296e-37,6.07012305767903e-33,3.23387096774194,"M2",1997,1.82233449813332,2.88344066160336,0.932,0.3,0,0,5.22516556291387
"S100A6","M4","S1",248,0.000433670217346355,0.0619528881923364,0.149,0.142,0.707492900856859,1,0.19758064516129,"M2",1997,3.09676847185342,4.26552131109286,0.868,0.142,0,0,2.8758278145695
"SAT2","M4","S1",248,0.00463112271136183,0.330794479382988,0.077,0.063,0.360064424913831,1,0.0846774193548387,"M1",1997,1.24098898932885,2.37282789546625,0.597,0.074,0,0,1.02718243596447
"SCML1","M4","S1",248,0.00227208717470479,0.324583882100684,0.008,0.001,0.0224259808114935,1,0.00806451612903226,"M1",1997,2.2943640162602,3.81123590740897,0.607,0.005,0,0,1.0658651332985
"SDCCAG8","M4","S1",248,0.00177987734261412,0.136913641739548,0.141,0.128,0.453903201226023,1,0.157258064516129,"M2",1997,0.448034521179047,2.05520422559196,0.366,0.148,1.83149487455721e-123,4.64082486264052e-119,0.496136865342166
"SH3KBP1","M4","S1",248,0.00232181144834522,0.154787429889681,0.194,0.179,0.393734135230229,1,0.217741935483871,"M2",1997,0.329751349867605,1.64055397944082,0.319,0.118,1.24767181947786e-104,3.16147562337495e-100,0.401214128035322
"SIX1","M4","S1",248,0.000313056342269802,0.104352114089934,0.004,0.001,0.106971086598811,1,0.00403225806451613,"M1",1997,1.228328221074,2.91073038169194,0.437,0.015,0,0,0.627809722948253
"SLC44A1","M4","S1",248,0.0037058461604895,0.137253561499611,0.129,0.102,0.173649796643524,1,0.145161290322581,"M2",1997,1.71537018392177,3.33729607766881,0.623,0.109,0,0,1.06677704194259
"SMIM1","M4","S1",248,0.0439923720346923,0.916507750722756,0.069,0.021,1.13915270128752e-05,0.288649902979244,0.0685483870967742,"M3",1997,2.48198130731601,3.35856739826253,0.799,0.06,0,0,2.10026385224271
"SMYD3","M4","S1",248,0.10456422092917,0.622406076959345,0.657,0.489,2.12785372375039e-10,5.3917685506111e-06,1.1491935483871,"M2",1997,0.370985956479526,1.48990343967681,0.69,0.441,9.0036228921124e-189,2.28142800463236e-184,1.39955849889623
"SNAP29","M4","S1",248,0.00687282773722232,0.343641386861116,0.206,0.186,0.264407209984683,1,0.221774193548387,"M3",1997,1.37960547247836,2.11595931361712,0.931,0.279,0,0,3.27968337730865
"SNAPIN","M4","S1",248,0.0229831126354115,0.396260562679509,0.363,0.305,0.00787969867250137,1,0.439516129032258,"M1",1997,0.801938692190459,1.55113866961404,0.866,0.349,0,0,2.33768949294303
"SNCG","M4","S1",248,0.000661230165917109,0.220410055305703,0.008,0.005,0.558433867264333,1,0.0120967741935484,"M3",1997,2.79249581313189,4.31606771735996,0.66,0.013,0,0,2.4121372031662
"SNX7","M4","S1",248,0.000176807002534299,0.176807002534299,0.004,0.003,0.878489006778525,1,0.00403225806451613,"M1",1997,0.824839471809471,2.31696480845357,0.373,0.017,0,0,0.486670151594356
"SOX4","M4","S1",248,0.00520580082353127,0.08534099710707,0.496,0.435,0.0405951732653728,1,0.814516129032257,"M1",1997,1.26643878805641,1.94836736624063,0.848,0.198,0,0,3.30057501306845
"SPATC1L","M4","S1",248,0.000963425485723647,0.321141828574549,0.008,0.005,0.463018194949582,1,0.00806451612903226,"M3",1997,2.45935401150126,3.14093743486751,0.839,0.056,0,0,2.24379947229548
"SPHK1","M4","S1",248,0.00166515572295647,0.237879388993782,0.016,0.009,0.297641989292159,1,0.0161290322580645,"M3",1997,1.11650905250086,2.45386604945244,0.489,0.034,0,0,0.798944591029018
"SRGN","M4","S1",248,0.104983256403454,0.820181690651988,0.968,0.84,3.25460033223248e-19,8.24683178184388e-15,7.05645161290324,"M2",1997,0.779684552597419,2.22767015027834,0.976,0.626,0,0,10.6153421633554
"STAR","M4","S1",248,0.000102553837555347,0.102553837555347,0.024,0.023,0.885319766503648,1,0.0241935483870968,"M3",1997,1.35460927631887,2.3681980355225,0.635,0.063,0,0,1.62902374670183
"TCEAL4","M4","S1",248,0.00139898941317515,0.116582451097929,0.165,0.153,0.441100072793131,1,0.19758064516129,"M1",1997,1.67329006401993,2.41455997694074,0.842,0.149,0,0,2.18818609513854
"TCTEX1D1","M4","S1",248,0.0214848514654167,0.447601072196182,0.282,0.234,0.0271392993284932,1,0.358870967741935,"M2",1997,0.279800959686067,1.48830297705355,0.281,0.093,4.3613414494707e-95,1.10512030988138e-90,0.353200883002209
"TMEM106C","M4","S1",248,0.0126593219099705,0.436528341723122,0.286,0.257,0.0813530873812657,1,0.362903225806451,"M1",1997,1.11745104079452,2.02070712621071,0.91,0.357,0,0,3.37009932043908
"TMEM173","M4","S1",248,0.00629633223755706,0.273753575545959,0.173,0.15,0.234476530909263,1,0.213709677419355,"M2",1997,0.657484400398621,2.32326643250396,0.392,0.109,5.88555705491634e-198,1.49134130214525e-193,0.567880794701986
"TMOD1","M4","S1",248,0.025973907183667,0.961996562358037,0.036,0.009,0.000310674080782555,1,0.0403225806451613,"M3",1997,1.398987870057,2.54824748644262,0.598,0.049,0,0,1.01160949868073
"TSPO","M4","S1",248,0.0116491049166655,0.161793123842576,0.665,0.593,0.00982342217567729,1,1.22983870967742,"M2",1997,0.347972215672872,1.79367121480862,0.891,0.697,0,0,3.02538631346574
"TUBB2B","M4","S1",248,1.19964663611247e-05,0.0119964663611247,0.004,0.003,0.880302364683016,1,0.00403225806451613,"M1",1997,1.94700324816339,3.48925313290931,0.578,0.02,0,0,1.00940930475694
"TUSC3","M4","S1",248,0.000146707963349446,0.146707963349446,0.004,0.003,0.878489006778525,1,0.00403225806451613,"M1",1997,0.86344437883253,2.0805888646567,0.568,0.153,0,0,0.962362780972306
"TXNIP","M4","S1",248,0.0128032855877567,0.246217030533783,0.161,0.109,0.0116415440206729,1,0.201612903225806,"M2",1997,0.18101164952837,1.41415351194039,0.351,0.223,2.71006289383214e-49,6.86702836668125e-45,0.493929359823402
"TYROBP","M4","S1",248,0.439400465970394,1.26628376360344,0.593,0.246,1.0350010125229e-32,2.62258906563179e-28,1.15725806451613,"M2",1997,1.65650321086313,2.80763256078497,0.71,0.12,0,0,1.88465783664458
"UACA","M4","S1",248,0.000242054520168248,0.242054520168248,0.004,0.003,0.750186021677079,1,0.00403225806451613,"M1",1997,0.834953727434137,2.54559063242115,0.337,0.009,0,0,0.46105593308939
"UBE2C","M4","S1",248,0.0948318687247882,0.977648131183384,0.298,0.201,5.38701573034717e-05,1,0.713709677419355,"M1",1997,0.958523377430335,1.73018660185981,0.738,0.184,0,0,3.12598013591215
"UBE2J1","M4","S1",248,0.00174642144180608,0.124744388700434,0.254,0.24,0.388309058149474,1,0.274193548387097,"M2",1997,0.20138033626421,1.4917061945497,0.497,0.362,5.08532424394638e-83,1.28857031017357e-78,0.726269315673282
"VIM","M4","S1",248,0.00053737112199717,0.0335856951248231,0.117,0.101,0.425549074859579,1,0.157258064516129,"M1",1997,3.44547715646528,4.12138415845129,0.955,0.119,0,0,7.26450601150023
"ZEB2","M4","S1",248,0.025901331386401,0.301178271934895,0.226,0.14,0.000500182498629817,1,0.266129032258064,"M2",1997,0.372330612867565,1.79869861288679,0.351,0.144,5.6483819265081e-108,1.43124349635789e-103,0.451434878587198
"ZNF684","M4","S1",248,0.000117185205718431,0.0390617352394771,0.024,0.021,0.698732716340135,1,0.0241935483870968,"M2",1997,0.614909266465823,2.75744065679741,0.272,0.049,1.07738212488619e-181,2.72997856624911e-177,0.338852097130244
"ABHD5","M4","S10",5,0.0625890889759799,0.467082753552089,0.2,0.066,0.249621632861204,1,0.2,"M3",1997,0.950664990522319,1.87507887676986,0.603,0.096,0,0,1.03799472295513
"AC012146.7","M4","S10",5,0.0598189873710781,0.460146056700601,0.2,0.07,0.286522759854624,1,0.2,"M3",1997,1.47353942728482,2.37667649562068,0.739,0.119,0,0,1.68073878627966
"AC079466.1","M4","S10",5,0.581133032810895,2.93501531722674,0.2,0.002,8.74504807450067e-19,2.21590773159773e-14,0.2,"M3",1997,1.76866678426327,3.31211008289002,0.538,0.004,0,0,0.881794195250653
"AC104389.28","M4","S10",5,0.725761669221211,3.6840693869097,0.2,0.003,9.11748144341529e-14,2.310278622947e-09,0.4,"M3",1997,3.64311154629959,4.54253310012418,0.806,0.004,0,0,2.38839050131923
"AHSP","M4","S10",5,1.37678264277127,3.4592528712846,0.4,0.002,3.01231303564026e-59,7.63290000100885e-55,0.4,"M3",1997,2.1375307620248,4.14250147679224,0.52,0.004,0,0,1.6928759894459
"ALAS2","M4","S10",5,0.431116746448982,2.17735730529789,0.2,0.002,1.02686850662903e-18,2.6019821089473e-14,0.2,"M3",1997,3.02691043496654,4.64963200455689,0.656,0.005,0,0,2.30343007915564
"AMZ2","M4","S10",5,0.268759158405147,1.10147196067683,0.4,0.156,0.12226111446548,1,0.4,"M1",1997,0.848089314564866,1.81603707615603,0.647,0.18,0,0,1.15263983272349
"ANK1","M4","S10",5,1.22314291286121,3.07322339914877,0.4,0.002,6.14463373023754e-71,1.55698874090489e-66,0.4,"M3",1997,1.4216970561348,2.94957895463651,0.486,0.004,0,0,0.711873350923478
"ANXA2","M4","S10",5,0.949650630866278,2.50567448777382,0.4,0.021,9.30010258625688e-09,0.000235655299433163,0.4,"M3",1997,0.919808918541392,1.54330355459965,0.93,0.334,0,0,4.1398416886543
"APP","M4","S10",5,0.122462653048109,0.442103440606892,0.6,0.323,0.236549892793653,1,0.8,"M2",1997,0.17654591487751,1.19287780322642,0.392,0.244,5.27874314952778e-57,1.33758072665884e-52,0.522075055187639
"ARPC5","M4","S10",5,0.0186289650886156,0.110886696956045,0.8,0.632,0.616865552422183,1,1.6,"M2",1997,0.287494135231309,1.79683834519568,0.872,0.712,0,0,3.01766004415007
"ASRGL1","M4","S10",5,0.268918905855387,1.51931585229032,0.2,0.023,0.0088884712247559,1,0.2,"M1",1997,0.935818712255031,1.86418070170325,0.729,0.227,0,0,1.54626241505491
"ATP6V0E2","M4","S10",5,0.180735577828466,1.17360764823679,0.2,0.046,0.105816290126696,1,0.2,"M1",1997,2.24834528917067,3.24436549663877,0.809,0.116,0,0,2.1134343962363
"AZU1","M4","S10",5,0.108517432602877,0.613092839564278,0.2,0.023,0.0103960408368886,1,0.2,"M2",1997,6.33215144554434,6.7723544872132,0.987,0.052,0,0,18.4911699779249
"BLVRB","M4","S10",5,1.57297077831238,2.72611919984815,0.8,0.223,0.000305548395231515,1,3.2,"M3",1997,3.06209717010171,4.32499600296851,0.996,0.288,0,0,18.7910290237467
"C12orf10","M4","S10",5,0.178641428821173,1.35334415773616,0.2,0.068,0.220175475527637,1,0.2,"M1",1997,0.870709654307809,1.8565237831723,0.545,0.076,0,0,0.833768949294311
"C17orf99","M4","S10",5,0.445878989274011,2.25191408724248,0.2,0.002,9.47667062571313e-19,2.40129356984945e-14,0.2,"M3",1997,1.684580105962,3.36916021192401,0.502,0.002,0,0,0.920844327176773
"C6orf48","M4","S10",5,0.00387201465089144,0.0445059155274878,0.4,0.313,0.715167384585422,1,0.6,"M2",1997,0.239052859930095,1.2581729470005,0.804,0.614,8.02856325540955e-197,2.03435764328823e-192,2.09161147902868
"CA1","M4","S10",5,0.360265587896244,1.93691176288303,0.2,0.014,0.000569116781413851,1,0.4,"M3",1997,1.8243517733456,4.37494430058897,0.427,0.01,0,0,2.58047493403692
"CBS","M4","S10",5,0.230249654475669,1.39545245136769,0.2,0.035,0.0470192129598184,1,0.2,"M3",1997,1.1647932934019,1.89705748111059,0.815,0.201,0,0,2.01108179419522
